CaseNum,Status_Short,Date,Status
2290006041,1-Fingerprint-taken,"January 19, 2022",Fingerprints Taken
2290006243,7-Withdrawn,"January 4, 2022",Withdrawal Acknowledged
2290010796,1-Fingerprint-taken,"January 11, 2022",Fingerprints Taken
2290011290,0-Received,"February 15, 2022",Case Was Transferred
2290013074,0-Received,"November 22, 2021",Case Was Transferred
2290013077,0-Received,"November 22, 2021",Case Was Transferred
2290013080,0-Received,"November 22, 2021",Case Was Transferred
2290014322,1-Fingerprint-taken,"January 21, 2022",Fingerprints Taken
2290014325,1-Fingerprint-taken,"January 21, 2022",Fingerprints Taken
2290014328,1-Fingerprint-taken,"January 21, 2022",Fingerprints Taken
2290014592,2b-Expedite,"February 2, 2022",Expedite Request Denied
2290019061,0-Received,"December 16, 2021",Case Was Transferred
2290019064,0-Received,"December 16, 2021",Case Was Transferred
2290026774,1-Fingerprint-taken,"February 1, 2022",Fingerprints Taken
2290026794,1-Fingerprint-taken,"February 1, 2022",Fingerprints Taken
2290026797,1-Fingerprint-taken,"February 1, 2022",Fingerprints Taken
2290026800,1-Fingerprint-taken,"February 1, 2022",Fingerprints Taken
2290030225,1-Fingerprint-taken,"February 1, 2022",Fingerprints Taken
2290030228,1-Fingerprint-taken,"February 1, 2022",Fingerprints Taken
2290030231,1-Fingerprint-taken,"February 1, 2022",Fingerprints Taken
2290030234,1-Fingerprint-taken,"February 1, 2022",Fingerprints Taken
2290030679,0-Received,"January 6, 2022",Case Was Transferred
2290030681,0-Received,"January 6, 2022",Case Was Transferred
2290030707,1-Fingerprint-taken,"February 4, 2022",Fingerprints Taken
2290030710,1-Fingerprint-taken,"February 4, 2022",Fingerprints Taken
2290030713,1-Fingerprint-taken,"February 4, 2022",Fingerprints Taken
2290030734,1-Fingerprint-taken,"February 3, 2022",Fingerprints Taken
2290030737,1-Fingerprint-taken,"February 3, 2022",Fingerprints Taken
2290030786,1-Fingerprint-taken,"February 3, 2022",Fingerprints Taken
2290030789,1-Fingerprint-taken,"February 3, 2022",Fingerprints Taken
2290031130,1-Fingerprint-taken,"February 1, 2022",Fingerprints Taken
2290031133,1-Fingerprint-taken,"February 1, 2022",Fingerprints Taken
2290033549,1-Fingerprint-taken,"February 5, 2022",Fingerprints Taken
2290033703,1-Fingerprint-taken,"February 1, 2022",Fingerprints Taken
2290035106,1-Fingerprint-taken,"February 8, 2022",Fingerprints Taken
2290035566,1-Fingerprint-taken,"February 8, 2022",Fingerprints Taken
2290035569,1-Fingerprint-taken,"February 8, 2022",Fingerprints Taken
2290006041,2b-Expedite,"February 23, 2022",Expedite Request Denied
2290036369,1-Fingerprint-taken,"February 28, 2022",Fingerprints Taken
2290036388,1-Fingerprint-taken,"March 1, 2022",Fingerprints Taken
2290036391,1-Fingerprint-taken,"March 2, 2022",Fingerprints Taken
2290036951,1-Fingerprint-taken,"March 1, 2022",Fingerprints Taken
2290036954,1-Fingerprint-taken,"March 1, 2022",Fingerprints Taken
2290038173,1-Fingerprint-taken,"March 5, 2022",Fingerprints Taken
2290038175,1-Fingerprint-taken,"March 5, 2022",Fingerprints Taken
2290038177,1-Fingerprint-taken,"March 5, 2022",Fingerprints Taken
2290038179,1-Fingerprint-taken,"March 5, 2022",Fingerprints Taken
2290038312,2b-Expedite,"February 17, 2022",Expedite Request Denied
2290039317,1-Fingerprint-taken,"March 1, 2022",Fingerprints Taken
2290046745,0-Received,"February 18, 2022",Case Was Transferred
2290046748,0-Received,"February 18, 2022",Case Was Transferred
2290047016,0-Received,"February 18, 2022",Case Was Transferred
2290043500,1-Fingerprint-taken,"March 8, 2022",Fingerprints Taken
2290043503,1-Fingerprint-taken,"March 8, 2022",Fingerprints Taken
2290019061,1-Fingerprint-taken,"March 9, 2022",Fingerprints Taken
2290042819,1-Fingerprint-taken,"March 9, 2022",Fingerprints Taken
2290042822,1-Fingerprint-taken,"March 9, 2022",Fingerprints Taken
2290044998,1-Fingerprint-taken,"March 11, 2022",Fingerprints Taken
