CaseNum,Status_Short,Date,Status
2090118144,0-Received,"May 30, 2020",Fingerprint Fee Was Received
2090118147,0-Received,"May 30, 2020",Fingerprint Fee Was Received
2090118150,0-Received,"May 30, 2020",Fingerprint Fee Was Received
2090118163,0-Received,"May 30, 2020",Fingerprint Fee Was Received
2090118166,0-Received,"May 30, 2020",Fingerprint Fee Was Received
2090118169,0-Received,"May 30, 2020",Fingerprint Fee Was Received
2090118202,8-Rejected,"May 30, 2020",Rejected-Old Version
2090118205,8-Rejected,"May 30, 2020",Rejected-Old Version
2090118309,0-Received,"May 30, 2020",Fingerprint Fee Was Received
2090119013,8-Rejected,"June 1, 2020",Rejected-Old Version
2090119058,0-Received,"June 1, 2020",Fingerprint Fee Was Received
2090119082,1-Fingerprint-taken,"December 7, 2020",Fingerprints Taken
2090119083,1-Fingerprint-taken,"December 7, 2020",Fingerprints Taken
2090119127,0-Received,"June 2, 2020",Fingerprint Fee Was Received
2090119138,0-Received,"June 2, 2020",Fingerprint Fee Was Received
2090119141,0-Received,"June 2, 2020",Fingerprint Fee Was Received
2090119144,0-Received,"June 2, 2020",Fingerprint Fee Was Received
2090119147,0-Received,"June 2, 2020",Fingerprint Fee Was Received
2090119150,1-Fingerprint-taken,"April 2, 2021",Fingerprints Taken
2090119153,0-Received,"June 2, 2020",Fingerprint Fee Was Received
2090119156,0-Received,"April 6, 2020",Case Was Received
2090119160,0-Received,"June 2, 2020",Fingerprint Fee Was Received
2090119163,0-Received,"May 13, 2020",Case Was Received
2090119166,0-Received,"June 2, 2020",Fingerprint Fee Was Received
2090119215,0-Received,"June 2, 2020",Fingerprint Fee Was Received
2090119218,0-Received,"June 2, 2020",Fingerprint Fee Was Received
2090119222,0-Received,"June 2, 2020",Fingerprint Fee Was Received
2090119272,0-Received,"June 2, 2020",Fingerprint Fee Was Received
2090119275,0-Received,"June 2, 2020",Fingerprint Fee Was Received
2090119282,0-Received,"June 2, 2020",Fingerprint Fee Was Received
2090119541,0-Received,"June 2, 2020",Fingerprint Fee Was Received
2090119544,0-Received,"May 26, 2020",Case Was Received
2090119635,0-Received,"June 2, 2020",Fingerprint Fee Was Received
2090119710,0-Received,"June 2, 2020",Fingerprint Fee Was Received
2090119783,2c-UpdateInfo,"April 5, 2021",Name Was Updated
2090119786,0-Received,"June 2, 2020",Fingerprint Fee Was Received
2090119841,0-Received,"June 2, 2020",Fingerprint Fee Was Received
2090119844,0-Received,"June 2, 2020",Fingerprint Fee Was Received
2090119847,0-Received,"June 2, 2020",Fingerprint Fee Was Received
2090119850,0-Received,"June 2, 2020",Fingerprint Fee Was Received
2090119970,0-Received,"June 3, 2020",Fingerprint Fee Was Received
2090119973,0-Received,"June 3, 2020",Fingerprint Fee Was Received
2090119977,0-Received,"June 3, 2020",Fingerprint Fee Was Received
2090119980,0-Received,"June 3, 2020",Fingerprint Fee Was Received
2090119983,0-Received,"June 3, 2020",Fingerprint Fee Was Received
2090120032,0-Received,"June 3, 2020",Fingerprint Fee Was Received
2090120035,9-Others,"February 7, 2021",Document Was Mailed
2090120317,2a-RFE,"July 28, 2020",RFE Responded
2090120322,0-Received,"June 3, 2020",Fingerprint Fee Was Received
2090120325,0-Received,"June 3, 2020",Fingerprint Fee Was Received
2090120328,0-Received,"June 3, 2020",Fingerprint Fee Was Received
2090120331,0-Received,"May 19, 2020",Case Was Received
2090120334,0-Received,"June 3, 2020",Fingerprint Fee Was Received
2090120339,9-Others,"August 15, 2020",Document Was Mailed
2090120353,0-Received,"June 3, 2020",Fingerprint Fee Was Received
2090120356,0-Received,"June 3, 2020",Fingerprint Fee Was Received
2090120359,0-Received,"June 3, 2020",Fingerprint Fee Was Received
2090120362,1-Fingerprint-taken,"December 1, 2020",Fingerprints Taken
2090120363,1-Fingerprint-taken,"November 30, 2020",Fingerprints Taken
2090120364,1-Fingerprint-taken,"November 30, 2020",Fingerprints Taken
2090120420,0-Received,"June 3, 2020",Fingerprint Fee Was Received
2090120452,8-Rejected,"June 3, 2020",Rejected-Improperly Filed
2090120514,0-Received,"June 3, 2020",Fingerprint Fee Was Received
2090120525,4-Approved,"April 26, 2021",Card Was Mailed To Me
2090120700,8-Rejected,"June 4, 2020",Rejected-Improperly Filed
2090121265,0-Received,"April 16, 2020",Case Was Received
2090121268,0-Received,"June 4, 2020",Fingerprint Fee Was Received
2090121271,0-Received,"June 4, 2020",Fingerprint Fee Was Received
2090121274,0-Received,"June 4, 2020",Fingerprint Fee Was Received
2090121277,0-Received,"June 4, 2020",Fingerprint Fee Was Received
2090121284,0-Received,"June 4, 2020",Fingerprint Fee Was Received
2090121287,0-Received,"June 4, 2020",Fingerprint Fee Was Received
2090121309,2c-UpdateInfo,"January 5, 2021",Name Was Updated
2090121312,0-Received,"May 1, 2020",Case Was Received
2090121315,0-Received,"May 1, 2020",Case Was Received
2090121318,1-Fingerprint-taken,"September 14, 2020",Fingerprints Taken
2090121337,0-Received,"June 5, 2020",Fingerprint Fee Was Received
2090121427,2c-UpdateInfo,"October 19, 2020",Name Was Updated
2090121448,0-Received,"June 5, 2020",Fingerprint Fee Was Received
2090121451,0-Received,"June 5, 2020",Fingerprint Fee Was Received
2090121778,0-Received,"May 8, 2020",Case Was Received
2090121781,0-Received,"June 5, 2020",Fingerprint Fee Was Received
2090121784,0-Received,"May 8, 2020",Case Was Received
2090121787,0-Received,"May 8, 2020",Case Was Received
2090121790,0-Received,"June 5, 2020",Fingerprint Fee Was Received
2090121797,8-Rejected,"June 5, 2020",Rejected-Incorrect Fee
2090121800,8-Rejected,"June 5, 2020",Rejected-Improperly Filed
2090121803,8-Rejected,"June 5, 2020",Rejected-Improperly Filed
2090121806,8-Rejected,"June 5, 2020",Rejected-Improperly Filed
2090121863,1-Fingerprint-taken,"November 10, 2020",Fingerprints Taken
2090122623,2c-UpdateInfo,"September 10, 2020",Name Was Updated
2090122626,2c-UpdateInfo,"September 10, 2020",Name Was Updated
2090122716,8-Rejected,"June 8, 2020",Rejected-Improperly Filed
2090122757,0-Received,"August 27, 2020",Case Was Transferred
2090123061,0-Received,"June 9, 2020",Fingerprint Fee Was Received
2090123064,0-Received,"June 9, 2020",Fingerprint Fee Was Received
2090123067,0-Received,"June 9, 2020",Fingerprint Fee Was Received
2090123389,1-Fingerprint-taken,"April 26, 2021",Fingerprints Taken
2090123392,1-Fingerprint-taken,"April 26, 2021",Fingerprints Taken
2090123967,0-Received,"June 10, 2020",Fingerprint Fee Was Received
2090123970,0-Received,"June 10, 2020",Fingerprint Fee Was Received
2090123973,0-Received,"June 10, 2020",Fingerprint Fee Was Received
2090123976,0-Received,"June 10, 2020",Fingerprint Fee Was Received
2090123979,0-Received,"May 20, 2020",Case Was Received
2090123992,0-Received,"June 10, 2020",Fingerprint Fee Was Received
2090123995,0-Received,"May 15, 2020",Case Was Received
2090123998,0-Received,"June 10, 2020",Fingerprint Fee Was Received
2090124001,0-Received,"June 10, 2020",Fingerprint Fee Was Received
2090124022,1-Fingerprint-taken,"January 22, 2021",Fingerprints Taken
2090124543,0-Received,"June 11, 2020",Fingerprint Fee Was Received
2090124581,0-Received,"June 12, 2020",Fingerprint Fee Was Received
2090124584,0-Received,"June 12, 2020",Fingerprint Fee Was Received
2090124722,0-Received,"June 12, 2020",Fingerprint Fee Was Received
2090124733,0-Received,"June 12, 2020",Fingerprint Fee Was Received
2090124736,0-Received,"June 12, 2020",Fingerprint Fee Was Received
2090124751,0-Received,"June 12, 2020",Fingerprint Fee Was Received
2090125087,0-Received,"June 13, 2020",Fingerprint Fee Was Received
2090125090,0-Received,"June 13, 2020",Fingerprint Fee Was Received
2090125136,1-Fingerprint-taken,"December 1, 2020",Fingerprints Taken
2090125139,0-Received,"August 21, 2020",Case Was Transferred
2090125142,0-Received,"August 21, 2020",Case Was Transferred
2090125145,0-Received,"June 13, 2020",Fingerprint Fee Was Received
2090125148,0-Received,"June 13, 2020",Fingerprint Fee Was Received
2090125368,0-Received,"June 14, 2020",Fingerprint Fee Was Received
2090125371,0-Received,"June 14, 2020",Fingerprint Fee Was Received
2090125374,0-Received,"June 14, 2020",Fingerprint Fee Was Received
2090125491,8-Rejected,"June 15, 2020",Rejected-Improperly Filed
2090125494,8-Rejected,"June 15, 2020",Rejected-Improperly Filed
2090125521,8-Rejected,"June 15, 2020",Rejected-Improperly Filed
2090125582,0-Received,"June 15, 2020",Fingerprint Fee Was Received
2090125974,0-Received,"June 15, 2020",Fingerprint Fee Was Received
2090126031,0-Received,"June 15, 2020",Fingerprint Fee Was Received
2090126036,0-Received,"June 15, 2020",Fingerprint Fee Was Received
2090126045,0-Received,"June 15, 2020",Fingerprint Fee Was Received
2090126048,0-Received,"June 15, 2020",Fingerprint Fee Was Received
2090126058,0-Received,"June 16, 2020",Fingerprint Fee Was Received
2090126087,8-Rejected,"June 16, 2020",Rejected-Improperly Filed
2090126525,0-Received,"June 16, 2020",Fingerprint Fee Was Received
2090126527,0-Received,"June 16, 2020",Fingerprint Fee Was Received
2090126576,0-Received,"June 16, 2020",Fingerprint Fee Was Received
2090126597,8-Rejected,"June 16, 2020",Rejected-Improperly Filed
2090126600,0-Received,"June 16, 2020",Fingerprint Fee Was Received
2090126603,0-Received,"June 16, 2020",Fingerprint Fee Was Received
2090126606,0-Received,"June 16, 2020",Fingerprint Fee Was Received
2090126609,0-Received,"June 16, 2020",Fingerprint Fee Was Received
2090126612,0-Received,"June 16, 2020",Fingerprint Fee Was Received
2090126629,0-Received,"June 16, 2020",Fingerprint Fee Was Received
2090126632,0-Received,"June 16, 2020",Fingerprint Fee Was Received
2090126713,8-Rejected,"June 17, 2020",Rejected-Improperly Filed
2090126715,8-Rejected,"June 17, 2020",Rejected-Improperly Filed
2090126807,0-Received,"June 17, 2020",Fingerprint Fee Was Received
2090126908,0-Received,"June 1, 2020",Case Was Received
2090127296,0-Received,"June 17, 2020",Fingerprint Fee Was Received
2090127889,8-Rejected,"June 18, 2020",Rejected-Old Version
2090127961,0-Received,"June 19, 2020",Fingerprint Fee Was Received
2090127963,0-Received,"June 19, 2020",Fingerprint Fee Was Received
2090127965,0-Received,"June 1, 2020",Case Was Received
2090127972,0-Received,"June 19, 2020",Fingerprint Fee Was Received
2090128059,0-Received,"June 2, 2020",Case Was Received
2090128061,0-Received,"June 2, 2020",Case Was Received
2090128063,0-Received,"June 19, 2020",Fingerprint Fee Was Received
2090128066,0-Received,"June 19, 2020",Fingerprint Fee Was Received
2090128186,8-Rejected,"June 19, 2020",Rejected-Improperly Filed
2090128187,8-Rejected,"June 19, 2020",Rejected-Improperly Filed
2090128188,8-Rejected,"June 19, 2020",Rejected-Improperly Filed
2090128351,0-Received,"June 19, 2020",Fingerprint Fee Was Received
2090128354,0-Received,"June 19, 2020",Fingerprint Fee Was Received
2090128392,0-Received,"June 20, 2020",Fingerprint Fee Was Received
2090128395,0-Received,"June 20, 2020",Fingerprint Fee Was Received
2090128443,0-Received,"June 20, 2020",Fingerprint Fee Was Received
2090128455,0-Received,"June 20, 2020",Fingerprint Fee Was Received
2090128754,0-Received,"June 22, 2020",Fingerprint Fee Was Received
2090128905,0-Received,"June 22, 2020",Fingerprint Fee Was Received
2090129035,8-Rejected,"June 22, 2020",Rejected-Improperly Filed
2090129037,0-Received,"June 22, 2020",Fingerprint Fee Was Received
2090129058,0-Received,"June 22, 2020",Fingerprint Fee Was Received
2090129060,0-Received,"June 4, 2020",Case Was Received
2090129063,0-Received,"June 22, 2020",Fingerprint Fee Was Received
2090129171,8-Rejected,"June 22, 2020",Rejected-Improperly Filed
2090129187,0-Received,"June 23, 2020",Fingerprint Fee Was Received
2090129190,2b-Expedite,"February 16, 2021",Expedite Request Denied
2090129193,2b-Expedite,"February 16, 2021",Expedite Request Denied
2090129216,1-Fingerprint-taken,"October 22, 2020",Fingerprints Taken
2090129219,1-Fingerprint-taken,"October 22, 2020",Fingerprints Taken
2090129227,0-Received,"June 23, 2020",Fingerprint Fee Was Received
2090129770,0-Received,"June 23, 2020",Fingerprint Fee Was Received
2090129773,0-Received,"June 23, 2020",Fingerprint Fee Was Received
2090129776,0-Received,"June 23, 2020",Fingerprint Fee Was Received
2090129779,0-Received,"June 23, 2020",Fingerprint Fee Was Received
2090129867,8-Rejected,"June 23, 2020",Rejected-Incorrect Fee
2090129872,0-Received,"June 23, 2020",Fingerprint Fee Was Received
2090129875,0-Received,"June 23, 2020",Fingerprint Fee Was Received
2090129878,9-Others,"August 26, 2020",Document Was Mailed
2090129891,0-Received,"June 23, 2020",Fingerprint Fee Was Received
2090129894,0-Received,"June 23, 2020",Fingerprint Fee Was Received
2090129897,0-Received,"June 23, 2020",Fingerprint Fee Was Received
2090129900,0-Received,"June 23, 2020",Fingerprint Fee Was Received
2090129972,0-Received,"June 24, 2020",Fingerprint Fee Was Received
2090129975,0-Received,"June 24, 2020",Fingerprint Fee Was Received
2090129998,0-Received,"June 24, 2020",Fingerprint Fee Was Received
2090130060,0-Received,"June 24, 2020",Fingerprint Fee Was Received
2090130723,0-Received,"June 25, 2020",Fingerprint Fee Was Received
2090130759,0-Received,"June 26, 2020",Fingerprint Fee Was Received
2090130771,0-Received,"June 26, 2020",Fingerprint Fee Was Received
2090130877,8-Rejected,"June 26, 2020",Rejected-Incorrect Fee
2090130880,8-Rejected,"June 26, 2020",Rejected-Improperly Filed
2090131319,0-Received,"June 27, 2020",Fingerprint Fee Was Received
2090131980,0-Received,"June 29, 2020",Fingerprint Fee Was Received
2090131982,0-Received,"June 29, 2020",Fingerprint Fee Was Received
2090131984,0-Received,"May 29, 2020",Case Was Received
2090132030,0-Received,"June 29, 2020",Fingerprint Fee Was Received
2090132234,8-Rejected,"June 30, 2020",Rejected-Improperly Filed
2090132521,0-Received,"June 30, 2020",Fingerprint Fee Was Received
2090132609,0-Received,"June 30, 2020",Fingerprint Fee Was Received
2090132680,0-Received,"June 30, 2020",Fingerprint Fee Was Received
2090132683,0-Received,"June 30, 2020",Fingerprint Fee Was Received
2090132686,0-Received,"June 10, 2020",Case Was Received
2090132759,0-Received,"July 1, 2020",Fingerprint Fee Was Received
2090132762,0-Received,"June 10, 2020",Case Was Received
2090132764,0-Received,"July 1, 2020",Fingerprint Fee Was Received
2090132767,0-Received,"July 1, 2020",Fingerprint Fee Was Received
2090132770,0-Received,"July 1, 2020",Fingerprint Fee Was Received
2090132783,0-Received,"July 1, 2020",Fingerprint Fee Was Received
2090133219,1-Fingerprint-taken,"April 14, 2021",Fingerprints Taken
2090133247,0-Received,"July 2, 2020",Fingerprint Fee Was Received
2090133250,0-Received,"July 2, 2020",Fingerprint Fee Was Received
2090133253,0-Received,"July 2, 2020",Fingerprint Fee Was Received
2090133262,0-Received,"June 10, 2020",Case Was Received
2090133265,1-Fingerprint-taken,"January 23, 2021",Fingerprints Taken
2090133280,0-Received,"July 2, 2020",Fingerprint Fee Was Received
2090133295,9-Others,"February 19, 2021",Notice Returned
2090133604,8-Rejected,"July 2, 2020",Rejected-Improperly Filed
2090133606,8-Rejected,"July 2, 2020",Rejected-Improperly Filed
2090133742,0-Received,"June 12, 2020",Case Was Received
2090133779,2a-RFE,"April 19, 2021",RFE Sent
2090133785,0-Received,"July 3, 2020",Fingerprint Fee Was Received
2090133788,0-Received,"July 3, 2020",Fingerprint Fee Was Received
2090133791,0-Received,"July 3, 2020",Fingerprint Fee Was Received
2090133794,0-Received,"July 3, 2020",Fingerprint Fee Was Received
2090133836,0-Received,"July 3, 2020",Fingerprint Fee Was Received
2090133839,0-Received,"July 3, 2020",Fingerprint Fee Was Received
2090133844,0-Received,"July 3, 2020",Fingerprint Fee Was Received
2090133847,0-Received,"July 3, 2020",Fingerprint Fee Was Received
2090134729,0-Received,"July 6, 2020",Fingerprint Fee Was Received
2090134886,0-Received,"June 12, 2020",Case Was Received
2090134889,0-Received,"July 7, 2020",Fingerprint Fee Was Received
2090134892,0-Received,"July 7, 2020",Fingerprint Fee Was Received
2090135345,9-Others,"September 11, 2020",Document Was Mailed
2090135593,8-Rejected,"July 8, 2020",Rejected-Improperly Filed
2090135648,8-Rejected,"July 8, 2020",Rejected-Improperly Filed
2090135657,8-Rejected,"July 8, 2020",Rejected-Improperly Filed
2090135718,0-Received,"July 9, 2020",Fingerprint Fee Was Received
2090135721,0-Received,"July 9, 2020",Fingerprint Fee Was Received
2090135724,0-Received,"July 9, 2020",Fingerprint Fee Was Received
2090135754,0-Received,"July 9, 2020",Fingerprint Fee Was Received
2090135770,0-Received,"July 9, 2020",Fingerprint Fee Was Received
2090135773,0-Received,"July 9, 2020",Fingerprint Fee Was Received
2090135831,1-Fingerprint-taken,"April 26, 2021",Fingerprints Taken
2090135835,0-Received,"July 9, 2020",Fingerprint Fee Was Received
2090136113,1-Fingerprint-taken,"October 22, 2020",Fingerprints Taken
2090136144,1-Fingerprint-taken,"October 22, 2020",Fingerprints Taken
2090136176,0-Received,"September 8, 2020",Case Was Transferred
2090136435,0-Received,"July 10, 2020",Fingerprint Fee Was Received
2090136440,0-Received,"July 10, 2020",Fingerprint Fee Was Received
2090136443,0-Received,"July 10, 2020",Fingerprint Fee Was Received
2090136446,0-Received,"July 10, 2020",Fingerprint Fee Was Received
2090136449,0-Received,"June 18, 2020",Case Was Received
2090136452,0-Received,"July 10, 2020",Fingerprint Fee Was Received
2090136462,0-Received,"September 8, 2020",Case Was Transferred
2090136465,0-Received,"September 8, 2020",Case Was Transferred
2090136468,0-Received,"September 8, 2020",Case Was Transferred
2090136471,0-Received,"September 8, 2020",Case Was Transferred
2090136474,0-Received,"September 8, 2020",Case Was Transferred
2090136477,0-Received,"September 8, 2020",Case Was Transferred
2090136480,0-Received,"September 8, 2020",Case Was Transferred
2090136504,0-Received,"July 10, 2020",Fingerprint Fee Was Received
2090136507,0-Received,"July 10, 2020",Fingerprint Fee Was Received
2090136596,0-Received,"July 10, 2020",Fingerprint Fee Was Received
2090136599,0-Received,"July 10, 2020",Fingerprint Fee Was Received
2090136610,0-Received,"July 10, 2020",Fingerprint Fee Was Received
2090136967,1-Fingerprint-taken,"April 26, 2021",Fingerprints Taken
2090136975,0-Received,"July 10, 2020",Fingerprint Fee Was Received
2090136985,1-Fingerprint-taken,"March 24, 2021",Fingerprints Taken
2090136992,0-Received,"July 11, 2020",Fingerprint Fee Was Received
2090136995,0-Received,"July 11, 2020",Fingerprint Fee Was Received
2090136998,0-Received,"July 11, 2020",Fingerprint Fee Was Received
2090137001,0-Received,"July 11, 2020",Fingerprint Fee Was Received
2090137004,0-Received,"July 11, 2020",Fingerprint Fee Was Received
2090137007,0-Received,"July 11, 2020",Fingerprint Fee Was Received
2090137011,0-Received,"July 11, 2020",Fingerprint Fee Was Received
2090137018,1-Fingerprint-taken,"April 26, 2021",Fingerprints Taken
2090137033,2c-UpdateInfo,"October 28, 2020",Name Was Updated
2090137036,0-Received,"July 11, 2020",Fingerprint Fee Was Received
2090137039,0-Received,"July 11, 2020",Fingerprint Fee Was Received
2090137051,0-Received,"July 11, 2020",Fingerprint Fee Was Received
2090137442,8-Rejected,"July 13, 2020",Rejected-Improperly Filed
2090137741,8-Rejected,"July 13, 2020",Rejected-Improperly Filed
2090137784,0-Received,"July 13, 2020",Fingerprint Fee Was Received
2090137790,8-Rejected,"July 13, 2020",Rejected-Improperly Filed
2090138146,1-Fingerprint-taken,"January 13, 2021",Fingerprints Taken
2090138149,1-Fingerprint-taken,"January 12, 2021",Fingerprints Taken
2090138217,0-Received,"July 14, 2020",Fingerprint Fee Was Received
2090138220,0-Received,"July 14, 2020",Fingerprint Fee Was Received
2090138227,0-Received,"July 14, 2020",Fingerprint Fee Was Received
2090138242,0-Received,"July 14, 2020",Fingerprint Fee Was Received
2090138243,0-Received,"July 14, 2020",Fingerprint Fee Was Received
2090138807,0-Received,"June 29, 2020",Case Was Received
2090138810,0-Received,"July 14, 2020",Fingerprint Fee Was Received
2090138813,0-Received,"July 14, 2020",Fingerprint Fee Was Received
2090138816,0-Received,"June 29, 2020",Case Was Received
2090138885,0-Received,"July 15, 2020",Fingerprint Fee Was Received
2090138888,9-Others,"October 9, 2020",Document Was Mailed
2090139169,0-Received,"July 15, 2020",Fingerprint Fee Was Received
2090139395,8-Rejected,"July 15, 2020",Rejected-Improperly Filed
2090139413,0-Received,"July 15, 2020",Fingerprint Fee Was Received
2090139416,0-Received,"July 15, 2020",Fingerprint Fee Was Received
2090139419,0-Received,"July 15, 2020",Fingerprint Fee Was Received
2090139422,0-Received,"July 15, 2020",Fingerprint Fee Was Received
2090139436,0-Received,"July 16, 2020",Fingerprint Fee Was Received
2090139439,0-Received,"July 16, 2020",Fingerprint Fee Was Received
2090139609,8-Rejected,"July 27, 2020",Rejected-Insufficient Funds
2090139612,0-Received,"July 16, 2020",Fingerprint Fee Was Received
2090139615,0-Received,"July 16, 2020",Fingerprint Fee Was Received
2090139618,8-Rejected,"July 27, 2020",Rejected-Insufficient Funds
2090139680,8-Rejected,"July 16, 2020",Rejected-Improperly Filed
2090140102,8-Rejected,"July 17, 2020",Rejected-Improperly Filed
2090140160,0-Received,"July 17, 2020",Fingerprint Fee Was Received
2090140163,0-Received,"July 17, 2020",Fingerprint Fee Was Received
2090140924,8-Rejected,"July 20, 2020",Rejected-Improperly Filed
2090141179,8-Rejected,"July 20, 2020",Rejected-Improperly Filed
2090141299,2c-UpdateInfo,"January 25, 2021",Name Was Updated
2090141419,0-Received,"July 20, 2020",Fingerprint Fee Was Received
