CaseNum,Status_Short,Date,Status
2190025322,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190026452,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190026455,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190027519,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190027522,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190027525,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190027528,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190027531,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190029088,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190029091,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190031901,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190031904,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190031907,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190031910,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190031913,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190031916,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190032467,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190032678,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190032681,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190035547,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190035550,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190036381,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190036384,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190036387,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190036390,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190036393,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190047341,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190056435,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190056438,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190056441,1-Fingerprint-taken,"October 4, 2021",Fingerprints Taken
2190071736,4-Approved,"October 4, 2021",Card Was Mailed To Me
2190003419,0-Received,"October 5, 2021",Case Was Transferred
2190003422,0-Received,"October 5, 2021",Case Was Transferred
2190003425,0-Received,"October 5, 2021",Case Was Transferred
2190047346,1-Fingerprint-taken,"October 5, 2021",Fingerprints Taken
2190013381,4-Approved,"October 6, 2021",New Card Is Being Produced
2190019788,4-Approved,"October 6, 2021",New Card Is Being Produced
2190019791,4-Approved,"October 6, 2021",New Card Is Being Produced
2190019794,4-Approved,"October 6, 2021",New Card Is Being Produced
2190019797,4-Approved,"October 6, 2021",New Card Is Being Produced
2190025031,4-Approved,"October 6, 2021",New Card Is Being Produced
2190025034,4-Approved,"October 6, 2021",New Card Is Being Produced
2190041736,4-Approved,"October 6, 2021",New Card Is Being Produced
2190000746,0-Received,"October 7, 2021",Case Was Transferred
2190000749,0-Received,"October 7, 2021",Case Was Transferred
2190013381,4-Approved,"October 7, 2021",Case Was Approved
2190019788,4-Approved,"October 7, 2021",Case Was Approved
2190019791,4-Approved,"October 7, 2021",Case Was Approved
2190019794,4-Approved,"October 7, 2021",Case Was Approved
2190019797,4-Approved,"October 7, 2021",Case Was Approved
2190023265,7-Withdrawn,"October 7, 2021",Withdrawal Acknowledged
2190025031,4-Approved,"October 7, 2021",Case Was Approved
2190025034,4-Approved,"October 7, 2021",Case Was Approved
2190026619,7-Withdrawn,"October 7, 2021",Withdrawal Acknowledged
2190041736,4-Approved,"October 7, 2021",Case Was Approved
2190071736,4-Approved,"October 7, 2021",Card Was Delivered
2190072543,7-Withdrawn,"October 7, 2021",Withdrawal Acknowledged
2190041811,1-Fingerprint-taken,"October 8, 2021",Fingerprints Taken
2190041817,1-Fingerprint-taken,"October 8, 2021",Fingerprints Taken
2190051545,1-Fingerprint-taken,"October 8, 2021",Fingerprints Taken
2190051548,1-Fingerprint-taken,"October 8, 2021",Fingerprints Taken
2190013381,4-Approved,"October 12, 2021",Card Was Mailed To Me
2190019788,4-Approved,"October 12, 2021",Card Was Mailed To Me
2190019791,4-Approved,"October 12, 2021",Card Was Mailed To Me
2190019794,4-Approved,"October 12, 2021",Card Was Mailed To Me
2190019797,4-Approved,"October 12, 2021",Card Was Mailed To Me
2190025031,4-Approved,"October 12, 2021",Card Was Mailed To Me
2190025034,4-Approved,"October 12, 2021",Card Was Mailed To Me
2190026452,2a-RFE,"October 12, 2021",RFE Sent
2190026455,2a-RFE,"October 12, 2021",RFE Sent
2190032213,2b-Expedite,"October 12, 2021",Expedite Request Denied
2190036381,2a-RFE,"October 12, 2021",RFE Sent
2190036384,2a-RFE,"October 12, 2021",RFE Sent
2190036387,2a-RFE,"October 12, 2021",RFE Sent
2190036390,2a-RFE,"October 12, 2021",RFE Sent
2190036393,2a-RFE,"October 12, 2021",RFE Sent
2190041736,4-Approved,"October 12, 2021",Card Was Mailed To Me
2190047341,2a-RFE,"October 12, 2021",RFE Sent
2190047344,2a-RFE,"October 12, 2021",RFE Sent
2190047346,2a-RFE,"October 12, 2021",RFE Sent
2190047348,2a-RFE,"October 12, 2021",RFE Sent
2190012965,0-Received,"October 13, 2021",Case Was Transferred
2190012968,0-Received,"October 13, 2021",Case Was Transferred
2190031965,2a-RFE,"October 13, 2021",RFE Responded
2190035702,2c-UpdateInfo,"October 13, 2021",Name Was Updated
2190035705,2c-UpdateInfo,"October 13, 2021",Name Was Updated
2190035708,2c-UpdateInfo,"October 13, 2021",Name Was Updated
2190025031,4-Approved,"October 14, 2021",Card Was Delivered
2190025034,4-Approved,"October 14, 2021",Card Was Delivered
